run_name,source_run_name,label,first_layer_channels,blocks_per_stage,n_params,total_steps,max_total_steps,data_tokens,source_wall_time_s,exit_code,mode,reported_step,reported_total_steps,val_loss_32x32,val_loss,wall_time_s
XS_flc64_bps0_steps10_offline,XS_flc64_bps0_steps10_offline,XS,64,0,31039621,10,10,640,26.7,0,offline,10,10,1.5945291653377347,1.5945291653377347,26.7
